Instance,Income
112383,25680.93610812
112384,204221.0790232
112385,11245.07697151
112386,183254.186551
112387,61625.92916030001
112388,48899.826399499994
112389,47167.27496738
112390,13773.79080846001
112391,24524.00376184001
112392,123308.4668164
112393,80985.30385540002
112394,74766.3616177
112395,17489.46361510001
112396,209638.5540692
112397,48064.65571009999
112398,429037.7357706999
112399,102538.36969619991
112400,79034.78124560005
112401,105813.23946949998
112402,867117.8260769998
112403,207016.37890770007
112404,122277.37607060002
112405,60616.877010399985
112406,27029.86667339998
112407,11484.231783718697
112408,23175.308379600003
112409,62067.64631479999
112410,32261.95151679999
112411,192369.3528358001
112412,133751.73882430003
112413,34909.66906730002
112414,184093.55721200004
112415,157055.71253390002
112416,73630.25616420001
112417,111250.50708010001
112418,77371.30672079998
112419,228467.1402168001
112420,60569.8708634
112421,229820.98671430012
112422,96874.49591622996
112423,70976.67957859999
112424,9835.109877149001
112425,40365.60670523998
112426,102137.88586530004
112427,291716.21831000014
112428,136070.93504440007
112429,10476.822931262
112430,24851.994828730007
112431,146728.72269229998
112432,75248.98355910003
112433,87269.87663359998
112434,47127.109236680015
112435,83890.52217690003
112436,46220.98425299
112437,83799.49328100002
112438,129695.80991046004
112439,12806.613094289998
112440,289958.3385400001
112441,41781.537496900026
112442,330301.5376370001
112443,55375.2818863
112444,27061.59858315999
112445,68106.17760390003
112446,475103.8382899998
112447,691319.3444650001
112448,66037.46903899999
112449,88653.47821660002
112450,249507.64540899996
112451,121743.60926790003
112452,15475.71317494501
112453,19305.986592190005
112454,108880.01804980003
112455,772776.5196510002
112456,61422.30109329997
112457,289588.616508
112458,117390.80364569997
112459,63330.16774989999
112460,45178.057810699975
112461,486543.46796700015
112462,112256.88723980004
112463,44301.8896653
112464,62941.21535200003
112465,159301.05128709995
112466,163691.90420239995
112467,52027.57621099999
112468,38428.33910779998
112469,57182.311019499975
112470,139360.2627277
112471,110033.13735129997
112472,165594.59508550004
112473,84391.50175080005
112474,21409.94798265
112475,70837.21934310002
112476,86377.10440570001
112477,35242.626448099996
112478,76144.12761088999
112479,15833.54218310801
112480,56316.995005599994
112481,199363.126094
112482,41327.06306099999
112483,316916.2559795002
112484,56225.31447520001
112485,112730.88907319987
112486,18285.253626200007
112487,22088.220576399992
112488,165620.19625869996
112489,48605.05073350002
112490,325619.703702
112491,66254.86344430002
112492,99151.50686220001
112493,388995.80323200003
112494,15490.415530589997
112495,6282.799593371696
112496,26674.4314629
112497,233855.92355400007
112498,12213.851370849998
112499,104635.34318420003
112500,12347.352211216998
112501,62024.03762420001
112502,69621.62732929997
112503,49515.99651990002
112504,44517.13818262999
112505,26880.17635849998
112506,85292.99908039998
112507,82390.17962180001
112508,88337.98625710001
112509,14329.2493729
112510,31382.498690300003
112511,252327.46786839992
112512,22294.445482159987
112513,61104.3854555
112514,286929.9295752
112515,92423.68913510001
112516,92071.32714899996
112517,11553.118694779998
112518,76615.14470599998
112519,24816.725114000008
112520,15229.04027169
112521,165830.7446322
112522,55412.97498479998
112523,20475.112360779993
112524,97986.14552689997
112525,7118.801052974999
112526,12802.616759350001
112527,48522.40738729999
112528,29064.95291600002
112529,51256.97077750001
112530,110603.49335330006
112531,113929.50420986996
112532,164122.0555060999
112533,107463.37776969998
112534,255423.61919000008
112535,56237.71654700001
112536,124642.45027020008
112537,40561.4986819
112538,14728.693182399995
112539,164342.74147050013
112540,26899.959527800005
112541,82614.31730209998
112542,243826.51342870013
112543,88423.51104259997
112544,226773.64667100005
112545,88332.7593798
112546,83362.56130689997
112547,125524.83568750002
112548,501312.933644
112549,84376.43448900004
112550,93449.84633249998
112551,9105.929191920399
112552,134714.16487809995
112553,146619.84706810006
112554,84598.23372329999
112555,23851.907068100012
112556,86847.45930579999
112557,53460.97852360002
112558,113778.98653129999
112559,40103.121436899986
112560,28336.718563430015
112561,263072.89118400007
112562,24360.52585180001
112563,138477.57672909996
112564,383582.67010199995
112565,216202.70020319996
112566,32998.93282700001
112567,48811.19806099998
112568,12312.701871019997
112569,186192.33302999995
112570,37673.2819286
112571,160630.3180126
112572,174617.9689822
112573,26630.884405899993
112574,72563.46462890002
112575,80247.54260779994
112576,71569.48425000001
112577,399619.58523899986
112578,391308.1033629999
112579,113766.88060910003
112580,129765.88702660006
112581,64169.937253000004
112582,19608.00223735999
112583,10495.045029524
112584,209025.58721589998
112585,21931.570128170002
112586,27086.07161569999
112587,155020.75155180003
112588,66032.67737699997
112589,252381.87413759998
112590,8951.461736829999
112591,184919.81747420004
112592,30566.026413599993
112593,20973.060831149996
112594,54467.2913494
112595,35233.47118630998
112596,75515.95137830004
112597,158725.37830880014
112598,68978.88935198003
112599,13117.723390638104
112600,35664.779193800015
112601,103682.19794050003
112602,23604.426583610006
112603,78845.8209861
112604,186671.0977795
112605,25607.885406810008
112606,46986.353708599985
112607,58846.11683649996
112608,79289.93391337403
112609,148758.6990691999
112610,69962.39031959994
112611,203500.35030139997
112612,187302.3192651
112613,93925.66456729997
112614,168932.48818629995
112615,67274.99986920002
112616,105468.33466619997
112617,89830.9537603
112618,365746.252901
112619,41676.89458159998
112620,38609.72168720003
112621,267378.6473507
112622,100012.60698004
112623,67351.49713070001
112624,69757.14953479999
112625,51569.971234900004
112626,125319.53395269986
112627,33138.63502
112628,46906.47946529999
112629,53540.56308259998
112630,227677.22164380003
112631,92945.33618779999
112632,177778.5193710001
112633,126876.73847570004
112634,50596.790330500015
112635,51223.07701669997
112636,87680.45596100003
112637,209218.43974739994
112638,19946.83886539999
112639,61563.8775193
112640,41235.203774999994
112641,64799.05074759999
112642,235926.20383659995
112643,41498.00944243998
112644,97677.09311749997
112645,63325.300779300014
112646,9690.712484860001
112647,29783.232862600005
112648,59549.11442700003
112649,37408.2036712
112650,11577.583570209006
112651,43830.92450269999
112652,17102.194716399998
112653,37538.046022200004
112654,45916.5313464
112655,76391.96614570002
112656,34272.36921376
112657,353746.96577400004
112658,681001.6723470001
112659,127938.41620639995
112660,56156.42131379999
112661,197154.89212600005
112662,140243.1146904
112663,91881.38802609997
112664,216136.49880290002
112665,478032.1059699998
112666,117979.18923169999
112667,27298.705537399997
112668,41182.51374510003
112669,111800.60713189997
112670,8194.067644490098
112671,242091.64475999994
112672,144383.10682880005
112673,79237.25478130001
112674,22926.07731069999
112675,40868.8144962
112676,39627.290024999995
112677,42344.24806161398
112678,16349.171240308
112679,100694.77304170001
112680,122333.2863626001
112681,23510.56903789999
112682,92039.95103285999
112683,9074.173994949999
112684,249003.0342838002
112685,39544.26419070001
112686,32070.66494329999
112687,18211.068113469995
112688,25085.40669435001
112689,128570.91774759995
112690,33038.462573640005
112691,61304.57350479998
112692,35056.67191659999
112693,113538.11652569998
112694,45075.124546499996
112695,149084.45635180004
112696,186584.88740920005
112697,102626.03875949998
112698,96050.97067149999
112699,251752.48528820023
112700,211682.090087
112701,415074.963549
112702,121452.94867039999
112703,34697.3722079
112704,199179.5260388
112705,254010.90318000008
112706,75021.98513880002
112707,40284.21942160001
112708,125619.62052189997
112709,171047.5795627
112710,74768.4225442
112711,82624.08504169999
112712,11245.512378620992
112713,50151.696950899975
112714,109291.76253320002
112715,126525.13494259998
112716,33662.0873657
112717,15850.704078100005
112718,76712.919707
112719,36896.633062029985
112720,26636.682991000012
112721,78975.53645259998
112722,41993.255498699975
112723,28903.690515799986
112724,62981.900978299964
112725,61300.976007399986
112726,6230.941871469002
112727,87569.56794760002
112728,236346.87416619997
112729,53672.42838559998
112730,49209.56288699999
112731,51082.429024599995
112732,18515.74610830001
112733,102629.7093522
112734,184391.68813919995
112735,17788.516613600004
112736,63155.45987329995
112737,62865.26466010001
112738,379347.392527
112739,31877.868118649996
112740,71594.23070249996
112741,13690.69900676
112742,12421.708092623996
112743,34500.83750360001
112744,108351.6353455
112745,198466.21118599997
112746,222898.53607879995
112747,91430.20075109995
112748,326404.0817689999
112749,52014.083883999985
112750,5812.670883868002
112751,294934.23369799997
112752,43352.423437499994
112753,19585.156865009994
112754,85281.93524120002
112755,39432.32922310001
112756,61718.27994760001
112757,83427.30975059999
112758,17731.777171609992
112759,6358.2178971790045
112760,134620.52477470005
112761,85593.97934470004
112762,363851.34539399995
112763,28622.638812600006
112764,142231.95230469995
112765,34149.325665300006
112766,73020.29975449997
112767,799973.9360529998
112768,16822.45794369
112769,90444.35481419999
112770,65115.85056359998
112771,62390.73698059999
112772,59429.890573250006
112773,107693.29723860003
112774,19445.173611210008
112775,58933.312255499986
112776,87949.35231749999
112777,57341.33579569998
112778,589871.3423990002
112779,182186.0914971
112780,164056.81155019993
112781,90148.7859622
112782,36034.017006600014
112783,44549.96838160002
112784,46488.999006399994
112785,16346.544646659993
112786,79741.73713000002
112787,61493.60754430002
112788,36812.70917466999
112789,80022.572491
112790,159866.2139969999
112791,135701.97767269996
112792,8454.845095903
112793,63083.3549804
112794,600619.0239979998
112795,31447.5734115
112796,38981.818886700006
112797,88068.98279840006
112798,142348.8645243
112799,122824.728947
112800,51163.38843130001
112801,11148.157624069998
112802,184394.2660604
112803,521391.05792900006
112804,20932.086940899986
112805,184291.71127340003
112806,23440.071900300016
112807,22603.640950299996
112808,272133.143028
112809,39232.95871150002
112810,186111.1293572
112811,167975.62253559995
112812,74688.50874669998
112813,288263.0829576002
112814,52711.43276909998
112815,48255.42135200004
112816,67549.27081809999
112817,66222.297445
112818,166913.9200525001
112819,79590.81203940001
112820,306816.908547
112821,28370.906669000004
112822,33914.256001
112823,100050.63233040001
112824,73083.6681382
112825,60191.169047330004
112826,79474.05822149999
112827,39899.234046199985
112828,97004.03555390002
112829,32700.668296700016
112830,79224.12524060006
112831,87693.79126029999
112832,65764.80522340002
112833,129173.26215329995
112834,70047.89720519999
112835,125495.87699169997
112836,33175.5512494
112837,142815.74041679996
112838,377603.2557160002
112839,74428.0853453
112840,133689.74498770002
112841,55453.5806924
112842,229977.81169859995
112843,43642.83408209998
112844,26260.177215630007
112845,59550.192076199965
112846,263533.14062
112847,57691.15941719999
112848,268952.0248841999
112849,123395.01160149995
112850,166888.66782700003
112851,214809.19573710012
112852,24584.3654069
112853,291581.81935
112854,69338.80988200003
112855,343206.04977899994
112856,112718.97301110001
112857,21422.07638794999
112858,46960.002076200006
112859,149680.70780619996
112860,49585.799746699995
112861,205547.22020249997
112862,9281.117345445808
112863,76084.64063069997
112864,157902.48886690004
112865,6456.054745227998
112866,228719.37916419993
112867,10245.45853361
112868,25964.833448070007
112869,95719.85558839998
112870,84015.6011936
112871,161578.8725446
112872,30933.2713887
112873,161882.88927559997
112874,100900.15413904999
112875,79062.45124280002
112876,200430.8031031001
112877,50099.79106139998
112878,349467.277887
112879,357875.40519599995
112880,52035.59374559999
112881,41231.0852354
112882,541243.5086319998
112883,31867.138596200002
112884,23837.845929899988
112885,53960.3679129
112886,110452.24455710006
112887,22111.64836600001
112888,87098.21716117
112889,90857.24979290002
112890,180945.23351049997
112891,125409.94648640003
112892,96647.90520249998
112893,58475.03005150003
112894,281697.65003800014
112895,21044.643337
112896,3127.127755752902
112897,57539.9749541
112898,166961.10634770006
112899,117473.67272469998
112900,58044.63918180003
112901,76615.36295469999
112902,26587.46318360999
112903,198204.08570550007
112904,254368.60487299997
112905,45425.060472599995
112906,255934.61798679992
112907,5713.537611292001
112908,4493.883907559998
112909,479391.67851899995
112910,118189.78346960005
112911,55422.57166589999
112912,21640.040628789993
112913,79851.97514690002
112914,15359.45197789
112915,186659.69453770004
112916,267437.08423599997
112917,89186.4424376
112918,87297.439557
112919,43352.37629329999
112920,40350.557552399994
112921,19544.238574199997
112922,151831.78426379996
112923,112093.54441589997
112924,63782.20996149999
112925,212468.38503800004
112926,10515.029716518002
112927,12300.1586327474
112928,30968.02657090001
112929,76513.22528229996
112930,532254.7269690001
112931,68161.18037499998
112932,179564.8818113
112933,14173.367607499998
112934,138861.0918246001
112935,63831.07192089998
112936,127662.39325629995
112937,439441.40052900004
112938,60344.1188245
112939,92690.3188695
112940,52488.43025500001
112941,504313.67890800006
112942,23995.315410699997
112943,272364.29199500015
112944,41366.1595965
112945,134521.84757279998
112946,45520.10192199999
112947,32305.417065050002
112948,61484.343391300004
112949,95608.98107279997
112950,159800.4138214999
112951,110948.88396370003
112952,21719.003306900002
112953,37034.84072090001
112954,73245.82369240005
112955,23275.149634699992
112956,23286.9096129
112957,10581.696726143
112958,703580.1774679999
112959,148034.23034329995
112960,65226.68045801996
112961,354104.72525599995
112962,84979.7067683
112963,132634.219362
112964,45997.076242200026
112965,87688.75901989998
112966,523001.61583500006
112967,41761.24484120001
112968,19046.8604336
112969,97156.94649329997
112970,69189.13048934001
112971,67189.71730360002
112972,193010.22877139997
112973,49744.13651459999
112974,70812.95000289999
112975,45579.5199959
112976,31177.6347585
112977,15662.868594159994
112978,94809.76440200003
112979,253558.97722499992
112980,636493.9854800003
112981,64019.37513889998
112982,41023.64003590001
112983,99433.01481719996
112984,24877.49212340001
112985,13385.187844800004
112986,29366.0060703
112987,34099.247858600014
112988,40602.20265480002
112989,66136.566988
112990,69663.40676390003
112991,32550.323759379997
112992,12533.905289890003
112993,81062.30823269997
112994,9158.041549098198
112995,162164.8992646
112996,26912.091120199995
112997,313165.44678490004
112998,52527.580645999966
112999,51904.69726100001
113000,21212.804901900003
113001,27483.001521470003
113002,25793.881039079995
113003,80617.70913639995
113004,96642.95613000004
113005,16404.013594520005
113006,45326.745611000006
113007,25213.793499040006
113008,16543.591891100004
113009,29122.280417399998
113010,31912.092724699996
113011,32170.695880800016
113012,18223.153815459995
113013,72282.14205859999
113014,80942.72476229999
113015,158861.33367600007
113016,380829.86574300006
113017,110226.77002809997
113018,114864.07702210004
113019,272922.8083920001
113020,88129.3244291
113021,38743.65267949998
113022,51482.818423200006
113023,38093.68557528
113024,83216.82639089997
113025,17394.82473573
113026,9359.240127415007
113027,39844.60827070002
113028,28861.41595759999
113029,258773.7186454999
113030,45082.52816990001
113031,55737.019278299995
113032,8479.577781073005
113033,114283.51762410002
113034,249675.46788009992
113035,34486.956484899994
113036,172852.61391460008
113037,86819.60869369995
113038,75330.57991379997
113039,78728.58850769998
113040,34411.6019919
113041,18337.476496160005
113042,212619.36101999998
113043,38324.6140355
113044,328618.7092429999
113045,947063.9322830003
113046,69322.53960599996
113047,16194.84445653
113048,27617.5494566
113049,125317.67466170002
113050,131365.09337490008
113051,119805.35666829998
113052,11944.630120435995
113053,83601.55645619999
113054,53243.43961180001
113055,73890.5820023
113056,69857.91561760003
113057,23657.513446699988
113058,22800.638886700002
113059,60828.30691929999
113060,58266.93741259999
113061,83986.55719409998
113062,51191.003212999974
113063,239965.76311100007
113064,93971.80476490002
113065,55838.920213599995
113066,13411.93037567001
113067,71750.35176399998
113068,80227.30352049998
113069,14655.367286179997
113070,116082.55393205998
113071,171204.08895979993
113072,205576.25500160002
113073,259603.953494
113074,193867.5327526001
113075,42200.81909869998
113076,96355.31922399999
113077,47223.7918799
113078,43594.967598200004
113079,56296.89830220001
113080,69624.17000290002
113081,135686.31663669992
113082,70444.15369250001
113083,73084.9419997
113084,71742.70027210003
113085,20986.632270099995
113086,227131.83211700004
113087,727200.4797969998
113088,59878.626150699965
113089,210466.66092550012
113090,15180.806375676
113091,71973.81317859996
113092,90039.17338020001
113093,48106.2166871
113094,146531.5165941
113095,136310.39303270014
113096,25836.42601056999
113097,32568.06420730001
113098,232969.44943340003
113099,13166.378017410003
113100,41413.8816586
113101,309065.38672000007
113102,234645.62430019994
113103,240737.41431379996
113104,31816.970327090003
113105,12209.423275160003
113106,138850.95034940005
113107,108894.69008619996
113108,137140.01201369995
113109,21664.39343690001
113110,63772.96028290001
113111,109878.41409700003
113112,89192.22074440002
113113,131247.43348183006
113114,38906.28016564001
113115,53560.263860499996
113116,81363.21551930002
113117,195821.19113199998
113118,5186.821273008999
113119,220867.5731337
113120,72032.86023240001
113121,53220.12174800001
113122,143482.70435539997
113123,443771.32604199986
113124,23671.35467176
113125,152024.67034409996
113126,118784.02872330006
113127,102989.29811029999
113128,18139.479015670015
113129,178280.11215269996
113130,123009.10373860001
113131,69930.79097629999
113132,101140.4794644
113133,78586.27983700001
113134,359854.7909309999
113135,91914.59295299996
113136,125315.04114230005
113137,25622.740936080005
113138,75843.6071053
113139,137386.62316900003
113140,178303.36298859995
113141,78128.81184220003
113142,23437.58362886
113143,54037.15555200001
113144,233900.98698980003
113145,112168.9192718
113146,224425.32788829994
113147,124676.96136309997
113148,265651.5743853001
113149,182718.3448795
113150,35519.381222699994
113151,34570.7661817
113152,49788.1365962
113153,179493.7321245001
113154,97718.09273623997
113155,172207.568122
113156,818668.8334050002
113157,239307.17903930007
113158,37612.86905860002
113159,219129.86861800004
113160,19780.160522150003
113161,146419.35327649993
113162,51206.38922580003
113163,35906.90524219999
113164,49238.06146989999
113165,299360.6834069999
113166,22994.56763584
113167,155331.2129655999
113168,35084.20820459999
113169,54648.93283440001
113170,203589.76829769995
113171,66964.64344430002
113172,137023.03332249995
113173,15142.684114460002
113174,105465.12960860001
113175,51331.40805059998
113176,93103.04551415998
113177,108001.39144349996
113178,37509.587344200016
113179,12033.75155447
113180,31010.145117960004
113181,98035.52537649998
113182,23570.474143099993
113183,25253.105266739985
113184,44868.43468749999
113185,95311.63194007994
113186,140133.8808736
113187,219561.74118609997
113188,55156.507062300036
113189,163430.2082319
113190,25669.41370446
113191,13470.520079509995
113192,30516.665991799993
113193,102715.45518099997
113194,49733.65232579002
113195,222461.56635390007
113196,32565.10573030002
113197,914749.1371429998
113198,79670.54902729999
113199,39927.4789928
113200,25941.567051500013
113201,37164.3470921
113202,16796.802336840003
113203,23361.89076289999
113204,128406.84256509999
113205,612438.0895749999
113206,96499.32924829997
113207,26475.742037699994
113208,256078.3578707
113209,134607.24465499993
113210,111761.72181379996
113211,40485.670172219994
113212,98747.69848419998
113213,80122.2844093
113214,43705.19882369998
113215,85372.78397569997
113216,78498.41008159998
113217,16092.316485240008
113218,53027.52373499999
113219,9307.835778380002
113220,167253.7417321999
113221,11947.085829584998
113222,16056.847676692996
113223,221458.75214239996
113224,66436.13304509997
113225,71096.91008149998
113226,34837.43835353998
113227,57223.84317959999
113228,38302.75857870002
113229,7699.034220675003
113230,34280.373193600026
113231,28056.077776510014
113232,278163.5128739999
113233,60506.12002390003
113234,39087.3532281
113235,225327.18760960008
113236,57938.139305399985
113237,185046.0217439
113238,84893.82134920004
113239,26850.41366089999
113240,85945.68270779999
113241,93925.31018450003
113242,110986.68430860003
113243,75883.5404161
113244,38974.52475520004
113245,87563.61102620004
113246,71008.63903299998
113247,175570.0600397001
113248,61847.173911200036
113249,91066.09246620003
113250,346092.5968069998
113251,72466.39259939997
113252,63052.74616560001
113253,14013.13156584999
113254,72356.97738150001
113255,191488.417249
113256,39991.368357100015
113257,115502.28788617006
113258,31205.459592900002
113259,24541.875109500015
113260,135226.60584039998
113261,23055.704510829997
113262,110333.4080621
113263,513698.6178020002
113264,6087.5405701992995
113265,60045.03541509999
113266,122373.21455359996
113267,81309.12491069999
113268,249303.24616600014
113269,32253.375151499993
113270,41152.765113500005
113271,240455.70630740005
113272,36040.518850099994
113273,64566.84696819999
113274,179893.19274659996
113275,38788.19616787
113276,15268.235396394006
113277,8542.548074883
113278,441386.3204529998
113279,79967.73965730002
113280,90025.39553210001
113281,148125.44102429997
113282,44965.37486849999
113283,57597.2869413
113284,446704.156431
113285,29799.8126636
113286,57075.08005059999
113287,145243.98083560003
113288,69688.11944930001
